29, 0.0022, 4
31, 0.0017, 5
33, 0.0016, 6
35, 0.0021, 5
37, 0.0019, 3
39, 0.0023, 2
41, 0.0025, 5
43, 0.0025, 5
45, 0.0026, 3
47, 0.0021, 2
49, 0.0026, 2
51, 0.0027, 2
53, 0.0025, 2
55, 0.0032, 2
57, 0.0031, 5
59, 0.0029, 1
61, 0.0025, 1
63, 0.0031, 3
65, 0.0032, 2
67, 0.0033, 4
69, 0.0031, 3
71, 0.0033, 4
73, 0.003, 3
75, 0.0032, 3
77, 0.0037, 6
79, 0.0033, 4
81, 0.0036, 5
83, 0.0034, 9
85, 0.0035, 7
87, 0.0041, 5
89, 0.0038, 4
91, 0.0038, 5
93, 0.0039, 6
95, 0.0041, 4
97, 0.0046, 4
99, 0.0042, 5
101, 0.0039, 4
103, 0.0038, 4
105, 0.004, 2
107, 0.0044, 6
109, 0.0041, 6
111, 0.0043, 2
113, 0.0044, 2
115, 0.0043, 2
117, 0.0045, 4
119, 0.0044, 4
121, 0.0047, 4
123, 0.0051, 2
125, 0.0045, 3
127, 0.0045, 34
129, 0.0049, 21
131, 0.005, 20
133, 0.0049, 16
135, 0.005, 22
137, 0.0068, 9
139, 0.0051, 10
141, 0.005, 13
143, 0.0051, 16
145, 0.0052, 11
147, 0.0054, 8
149, 0.0057, 7
151, 0.0055, 41
153, 0.0059, 16
155, 0.0057, 13
157, 0.0055, 35
159, 0.0055, 34
161, 0.006, 16
163, 0.0053, 29
165, 0.0056, 8
167, 0.0054, 27
169, 0.0053, 21
171, 0.0057, 13
173, 0.0054, 14
175, 0.0056, 11
177, 0.0057, 12
179, 0.0057, 13
181, 0.0058, 6
183, 0.0059, 10
185, 0.006, 11
187, 0.0058, 12
189, 0.0062, 6
191, 0.0059, 11
193, 0.0062, 9
195, 0.0063, 8
197, 0.006, 6
199, 0.0056, 12
201, 0.0058, 21
203, 0.0058, 9
205, 0.0058, 9
207, 0.0055, 17
209, 0.0059, 21
211, 0.0058, 6
213, 0.0062, 10
215, 0.0062, 13
217, 0.0061, 18
219, 0.0059, 13
221, 0.006, 17
223, 0.006, 11
225, 0.0063, 7
227, 0.0065, 9
229, 0.0063, 15
231, 0.0062, 12
233, 0.0061, 12
235, 0.0061, 10
237, 0.0063, 10
239, 0.0058, 5
241, 0.0062, 9
243, 0.0061, 11
245, 0.0065, 12
247, 0.0063, 12
249, 0.0066, 9
251, 0.0064, 11
253, 0.0062, 9
255, 0.0062, 7
257, 0.0061, 9
259, 0.0066, 9
261, 0.0067, 8
263, 0.0062, 13
265, 0.0061, 10
267, 0.0063, 10
269, 0.0062, 3
271, 0.0061, 5
273, 0.0063, 9
275, 0.0064, 9
277, 0.0063, 9
279, 0.0063, 12
281, 0.0065, 9
283, 0.0064, 7
285, 0.0063, 10
287, 0.0068, 8
289, 0.0064, 8
291, 0.0069, 11
293, 0.0068, 11
295, 0.0061, 8
297, 0.0062, 7
299, 0.0064, 9
301, 0.0066, 10
303, 0.0068, 9
305, 0.0065, 10
307, 0.0062, 12
309, 0.0065, 9
311, 0.0067, 8
313, 0.0068, 7
315, 0.0069, 9
317, 0.0068, 8
319, 0.0069, 8
321, 0.0068, 10
323, 0.0068, 6
325, 0.0071, 5
327, 0.0069, 7
329, 0.0072, 8
331, 0.0067, 10
333, 0.0067, 8
335, 0.0068, 8
337, 0.0065, 7
339, 0.0065, 13
341, 0.0068, 12
343, 0.0068, 11
345, 0.0067, 10
347, 0.0071, 9
349, 0.0071, 9
351, 0.0072, 11
353, 0.0071, 11
355, 0.0071, 7
357, 0.007, 14
359, 0.0072, 12
361, 0.0071, 6
363, 0.0072, 7
365, 0.0072, 10
367, 0.0071, 13
369, 0.0073, 7
371, 0.0073, 6
373, 0.0074, 14
375, 0.0073, 11
377, 0.0076, 21
379, 0.0073, 20
381, 0.0074, 18
383, 0.008, 17
385, 0.0073, 16
387, 0.0074, 16
389, 0.0076, 20
391, 0.0078, 18
393, 0.0074, 13
395, 0.0077, 19
397, 0.0077, 15
399, 0.0076, 16
401, 0.0074, 15
403, 0.0076, 9
405, 0.0074, 21
407, 0.0078, 23
409, 0.0076, 18
411, 0.0076, 15
413, 0.0075, 13
415, 0.0079, 13
417, 0.0079, 20
419, 0.0076, 18
421, 0.0081, 18
423, 0.0081, 19
425, 0.0078, 14
427, 0.0082, 10
429, 0.0083, 14
431, 0.0086, 12
433, 0.0081, 14
435, 0.0087, 13
437, 0.0083, 13
439, 0.0084, 15
441, 0.0081, 16
443, 0.0081, 14
445, 0.0084, 13
447, 0.0082, 9
449, 0.0087, 18
451, 0.0084, 12
453, 0.0085, 15
455, 0.0086, 13
457, 0.0087, 13
459, 0.0085, 17
461, 0.0089, 16
463, 0.0085, 14
465, 0.0087, 11
467, 0.0085, 14
469, 0.0088, 17
471, 0.009, 16
473, 0.0086, 9
475, 0.0086, 16
477, 0.0092, 12
479, 0.0086, 18
481, 0.009, 12
483, 0.009, 15
485, 0.0089, 16
487, 0.009, 16
489, 0.0091, 13
491, 0.0092, 13
493, 0.0092, 16
495, 0.0091, 13
497, 0.0093, 13
499, 0.0092, 22
501, 0.0091, 11
503, 0.0092, 15
505, 0.0094, 11
507, 0.0092, 10
509, 0.0095, 10
511, 0.0096, 10
513, 0.0098, 12
515, 0.0097, 10
517, 0.0097, 11
519, 0.0098, 12
521, 0.0094, 12
523, 0.0097, 9
525, 0.0096, 11
527, 0.01, 12
529, 0.0101, 12
531, 0.0102, 16
533, 0.01, 11
535, 0.0101, 12
537, 0.0101, 12
539, 0.0101, 10
541, 0.0101, 16
543, 0.0099, 15
545, 0.01, 15
547, 0.01, 12
549, 0.0101, 14
551, 0.0102, 10
553, 0.0103, 12
555, 0.01, 8
557, 0.0103, 14
559, 0.0104, 14
561, 0.0105, 6
563, 0.0104, 10
565, 0.0105, 14
567, 0.0106, 12
569, 0.0107, 12
571, 0.0107, 15
573, 0.0103, 14
575, 0.0105, 11
577, 0.0108, 16
579, 0.0105, 11
581, 0.0111, 15
583, 0.0105, 19
585, 0.0127, 10
587, 0.0109, 7
589, 0.0108, 15
591, 0.0109, 12
593, 0.0113, 16
595, 0.0109, 12
597, 0.011, 13
599, 0.0112, 14
601, 0.0112, 9
603, 0.0109, 14
605, 0.0113, 11
607, 0.0113, 13
609, 0.0115, 10
611, 0.0114, 13
613, 0.0111, 11
615, 0.0117, 8
617, 0.0114, 6
