29, 0.0023, 5
31, 0.0022, 5
33, 0.002, 6
35, 0.0023, 4
37, 0.0023, 3
39, 0.0024, 3
41, 0.0025, 4
43, 0.0026, 4
45, 0.0025, 3
47, 0.0025, 3
49, 0.0028, 2
51, 0.0029, 2
53, 0.0028, 2
55, 0.003, 2
57, 0.003, 4
59, 0.0033, 2
61, 0.0036, 2
63, 0.0034, 3
65, 0.0032, 3
67, 0.004, 3
69, 0.0036, 4
71, 0.0041, 3
73, 0.0036, 3
75, 0.0038, 3
77, 0.0039, 8
79, 0.0041, 5
81, 0.0041, 5
83, 0.0042, 7
85, 0.0043, 4
87, 0.0043, 5
89, 0.0046, 3
91, 0.005, 5
93, 0.0044, 5
95, 0.0047, 8
97, 0.0048, 3
99, 0.0051, 7
101, 0.0051, 4
103, 0.0053, 4
105, 0.005, 2
107, 0.0053, 4
109, 0.0053, 3
111, 0.0054, 2
113, 0.0054, 3
115, 0.005, 3
117, 0.005, 5
119, 0.0049, 4
121, 0.0049, 5
123, 0.005, 2
125, 0.0051, 3
127, 0.0051, 33
129, 0.0053, 22
131, 0.0052, 22
133, 0.0055, 17
135, 0.0055, 18
137, 0.0055, 14
139, 0.0056, 9
141, 0.0057, 9
143, 0.0058, 13
145, 0.0058, 11
147, 0.0059, 9
149, 0.0061, 6
151, 0.006, 37
153, 0.0061, 17
155, 0.006, 14
157, 0.0064, 38
159, 0.0061, 35
161, 0.0061, 16
163, 0.0054, 25
165, 0.0054, 15
167, 0.0061, 23
169, 0.0058, 22
171, 0.0056, 14
173, 0.0057, 10
175, 0.006, 12
177, 0.0062, 13
179, 0.0059, 10
181, 0.0063, 8
183, 0.0067, 13
185, 0.0066, 12
187, 0.0065, 12
189, 0.0064, 9
191, 0.0065, 8
193, 0.0068, 10
195, 0.0069, 10
197, 0.0071, 7
199, 0.0069, 9
201, 0.0068, 14
203, 0.007, 11
205, 0.007, 8
207, 0.0072, 13
209, 0.0063, 15
211, 0.0062, 8
213, 0.0062, 8
215, 0.0063, 10
217, 0.0065, 15
219, 0.0066, 9
221, 0.0066, 14
223, 0.0065, 9
225, 0.0065, 9
227, 0.0066, 11
229, 0.0067, 9
231, 0.0067, 14
233, 0.0069, 13
235, 0.007, 11
237, 0.007, 10
239, 0.0072, 8
241, 0.0063, 7
243, 0.0063, 11
245, 0.0065, 14
247, 0.0068, 12
249, 0.0064, 9
251, 0.0067, 11
253, 0.0067, 11
255, 0.0066, 8
257, 0.0067, 13
259, 0.0066, 13
261, 0.0068, 9
263, 0.007, 11
265, 0.0068, 9
267, 0.007, 6
269, 0.0069, 7
271, 0.0063, 8
273, 0.0066, 5
275, 0.0064, 10
277, 0.0066, 5
279, 0.0068, 12
281, 0.0065, 7
283, 0.0066, 10
285, 0.0068, 13
287, 0.0068, 15
289, 0.0067, 7
291, 0.0069, 8
293, 0.0064, 6
295, 0.0068, 5
297, 0.007, 8
299, 0.007, 6
301, 0.0065, 4
303, 0.0067, 8
305, 0.0069, 9
307, 0.0067, 12
309, 0.0069, 10
311, 0.0068, 8
313, 0.0066, 12
315, 0.0068, 5
317, 0.0066, 12
319, 0.0068, 7
321, 0.007, 9
323, 0.007, 5
325, 0.0069, 7
327, 0.0071, 8
329, 0.0071, 11
331, 0.0067, 15
333, 0.0065, 10
335, 0.0067, 12
337, 0.0071, 6
339, 0.0069, 14
341, 0.0067, 9
343, 0.0069, 7
345, 0.0067, 5
347, 0.0069, 7
349, 0.0071, 11
351, 0.0071, 9
353, 0.0072, 10
355, 0.0072, 9
357, 0.007, 8
359, 0.0069, 13
361, 0.0072, 7
363, 0.0075, 8
365, 0.0069, 9
367, 0.0068, 11
369, 0.0069, 6
371, 0.0071, 6
373, 0.0067, 10
375, 0.0068, 6
377, 0.0072, 15
379, 0.0071, 16
381, 0.0071, 8
383, 0.007, 20
385, 0.0071, 11
387, 0.0072, 20
389, 0.0073, 13
391, 0.0074, 12
393, 0.0072, 18
395, 0.0071, 16
397, 0.0072, 15
399, 0.0076, 12
401, 0.0074, 20
403, 0.0074, 16
405, 0.0075, 15
407, 0.0076, 21
409, 0.0077, 22
411, 0.0081, 14
413, 0.0076, 11
415, 0.0079, 16
417, 0.0076, 27
419, 0.0077, 17
421, 0.0086, 16
423, 0.0077, 12
425, 0.0075, 16
427, 0.0076, 7
429, 0.0076, 7
431, 0.0078, 12
433, 0.0075, 23
435, 0.0083, 13
437, 0.0075, 17
439, 0.0081, 11
441, 0.0075, 14
443, 0.0074, 15
445, 0.0079, 13
447, 0.0082, 8
449, 0.008, 13
451, 0.008, 17
453, 0.0079, 9
455, 0.0076, 13
457, 0.008, 18
459, 0.0078, 13
461, 0.0078, 15
463, 0.0078, 17
465, 0.0079, 10
467, 0.008, 16
469, 0.0082, 23
471, 0.0081, 15
473, 0.008, 13
475, 0.008, 11
477, 0.0083, 14
479, 0.0084, 19
481, 0.0084, 11
483, 0.0082, 20
485, 0.0083, 19
487, 0.0087, 16
489, 0.0085, 20
491, 0.0085, 17
493, 0.0085, 19
495, 0.0087, 12
497, 0.0089, 10
499, 0.0096, 14
501, 0.0087, 11
503, 0.0089, 7
505, 0.0087, 11
507, 0.0088, 15
509, 0.0087, 14
511, 0.0087, 14
513, 0.0087, 10
515, 0.0088, 9
517, 0.0088, 10
519, 0.009, 12
521, 0.0086, 12
523, 0.0088, 11
525, 0.0088, 17
527, 0.0091, 8
529, 0.0091, 6
531, 0.009, 15
533, 0.0092, 16
535, 0.009, 17
537, 0.0091, 17
539, 0.0092, 9
541, 0.0096, 27
543, 0.009, 15
545, 0.0093, 16
547, 0.0096, 17
549, 0.0106, 20
551, 0.0093, 8
553, 0.0093, 13
555, 0.0095, 11
557, 0.0096, 8
559, 0.0094, 6
561, 0.0095, 11
563, 0.0098, 10
565, 0.0097, 10
567, 0.0099, 14
569, 0.0098, 9
571, 0.0096, 9
573, 0.0112, 11
575, 0.0102, 11
577, 0.0099, 14
579, 0.0099, 16
581, 0.01, 14
583, 0.0101, 8
585, 0.0102, 13
587, 0.011, 12
589, 0.0102, 9
591, 0.0101, 15
593, 0.0099, 11
595, 0.01, 11
597, 0.0102, 12
599, 0.0102, 15
601, 0.0101, 14
603, 0.0103, 8
605, 0.0105, 17
607, 0.0109, 14
609, 0.0102, 11
611, 0.0102, 13
613, 0.0102, 13
615, 0.0107, 13
617, 0.0104, 16
619, 0.0104, 16
621, 0.0107, 12
623, 0.011, 9
625, 0.0115, 11
627, 0.0108, 116
629, 0.011, 77
631, 0.011, 155
633, 0.011, 117
635, 0.0109, 55
637, 0.011, 33
639, 0.0112, 39
641, 0.0112, 72
643, 0.011, 120
645, 0.0113, 84
647, 0.0113, 51
649, 0.0112, 27
651, 0.0113, 127
653, 0.0115, 69
655, 0.0115, 79
657, 0.0115, 140
659, 0.0115, 54
661, 0.0113, 76
663, 0.0111, 47
665, 0.0112, 100
667, 0.0112, 61
669, 0.0114, 76
671, 0.0113, 53
673, 0.0114, 45
675, 0.0114, 70
677, 0.0112, 34
679, 0.0117, 42
681, 0.0118, 26
683, 0.0117, 45
685, 0.0116, 71
687, 0.0115, 36
689, 0.0114, 42
691, 0.012, 9
693, 0.0121, 20
695, 0.0117, 34
697, 0.0116, 29
699, 0.0119, 31
701, 0.012, 44
703, 0.0119, 42
705, 0.0118, 39
707, 0.0116, 65
709, 0.012, 66
711, 0.0122, 26
713, 0.012, 26
715, 0.0123, 34
717, 0.0122, 51
719, 0.0123, 23
721, 0.0124, 54
723, 0.0128, 42
725, 0.0124, 42
727, 0.013, 46
729, 0.0124, 32
731, 0.0125, 13
733, 0.0124, 22
735, 0.0122, 17
737, 0.0126, 33
739, 0.0122, 26
741, 0.0126, 34
743, 0.0127, 22
745, 0.0127, 49
747, 0.0128, 31
749, 0.0128, 36
751, 0.0128, 135
753, 0.0126, 98
755, 0.0128, 93
757, 0.0129, 199
759, 0.0129, 162
761, 0.0127, 72
763, 0.013, 65
765, 0.0132, 42
767, 0.013, 104
769, 0.0133, 77
771, 0.0132, 50
773, 0.0132, 42
775, 0.0131, 64
777, 0.0132, 228
779, 0.0132, 137
781, 0.0133, 158
783, 0.0133, 182
785, 0.0132, 142
787, 0.014, 91
789, 0.0136, 80
791, 0.0134, 97
793, 0.0135, 92
795, 0.0133, 97
797, 0.0134, 84
799, 0.0136, 82
801, 0.0136, 61
803, 0.0135, 35
805, 0.0138, 44
807, 0.0136, 63
809, 0.0135, 69
811, 0.0141, 49
813, 0.0139, 44
815, 0.0136, 61
817, 0.0141, 67
819, 0.0135, 75
821, 0.0137, 32
823, 0.0139, 34
825, 0.0138, 54
827, 0.0139, 80
829, 0.0141, 50
831, 0.0142, 74
833, 0.0142, 56
835, 0.0146, 68
837, 0.0144, 52
839, 0.0147, 83
841, 0.0143, 77
843, 0.0144, 63
845, 0.0143, 53
847, 0.0145, 48
849, 0.0147, 55
