851, 0.0146, 57
853, 0.0145, 35
855, 0.0148, 38
857, 0.0148, 35
859, 0.0148, 35
861, 0.0146, 36
863, 0.0147, 46
865, 0.0146, 47
867, 0.0149, 47
869, 0.0148, 48
871, 0.0152, 46
873, 0.015, 28
875, 0.015, 39
877, 0.0152, 44
879, 0.0151, 42
881, 0.0151, 28
883, 0.0152, 51
885, 0.0152, 24
887, 0.015, 34
889, 0.0151, 15
891, 0.0153, 34
893, 0.0153, 36
895, 0.0149, 30
897, 0.0156, 24
899, 0.0156, 24
901, 0.0153, 31
903, 0.0156, 26
905, 0.0152, 32
907, 0.0154, 33
909, 0.016, 40
911, 0.0156, 35
913, 0.0157, 35
915, 0.016, 25
917, 0.0155, 34
919, 0.0161, 34
921, 0.016, 26
923, 0.0159, 18
925, 0.0159, 24
927, 0.0159, 25
929, 0.016, 37
931, 0.0161, 26
933, 0.0161, 23
935, 0.0162, 29
937, 0.0161, 24
939, 0.0159, 22
941, 0.016, 31
943, 0.0159, 32
945, 0.0164, 18
947, 0.0163, 22
949, 0.0162, 25
951, 0.0163, 34
953, 0.0161, 26
955, 0.0164, 21
957, 0.0164, 26
959, 0.0165, 32
961, 0.0166, 27
963, 0.0165, 28
965, 0.0165, 34
967, 0.0162, 29
969, 0.0161, 19
971, 0.0165, 34
973, 0.0162, 24
975, 0.0169, 18
977, 0.0166, 28
979, 0.0168, 21
981, 0.017, 23
983, 0.0172, 33
985, 0.0169, 22
987, 0.017, 35
989, 0.0167, 18
991, 0.0167, 18
993, 0.017, 29
995, 0.0171, 23
997, 0.0175, 21
999, 0.0172, 21
